ID,Year,Month,Day,Time,Type,Occurence,Apprehension,Neighbourhood_number,Neighbourhood_name
2169,2014,February,Sunday,13,Person in Crisis,No,No,6,Kingsview Village-The Westway
2170,2014,February,Sunday,20,Overdose,Yes,No,170,Yonge-Bay Corridor
2171,2014,February,Sunday,18,Overdose,No,No,70,South Riverdale
2172,2014,February,Sunday,2,Overdose,Yes,Yes,141,Golfdale-Cedarbrae-Woburn
2173,2014,February,Sunday,17,Person in Crisis,No,No,113,Weston
2174,2014,February,Sunday,20,Suicide-related,Yes,Yes,52,Bayview Village
2175,2014,February,Sunday,12,Suicide-related,No,No,126,Dorset Park
2176,2014,February,Sunday,14,Person in Crisis,No,No,79,University
2177,2014,February,Sunday,1,Overdose,No,No,78,Kensington-Chinatown
2178,2014,February,Sunday,12,Suicide-related,Yes,No,166,St Lawrence-East Bayfront-The Islands
2179,2014,February,Sunday,2,Suicide-related,Yes,No,24,Black Creek
2180,2014,February,Sunday,16,Person in Crisis,No,No,63,The Beaches
2181,2014,February,Sunday,20,Person in Crisis,No,No,69,Blake-Jones
2182,2014,February,Sunday,13,Suicide-related,Yes,No,115,Mount Dennis
2183,2014,February,Sunday,8,Person in Crisis,No,No,73,Moss Park
2184,2014,February,Sunday,22,Person in Crisis,No,No,71,Cabbagetown-South St.James Town
2185,2014,February,Sunday,3,Overdose,Yes,No,168,Downtown Yonge East
2186,2014,February,Sunday,13,Suicide-related,No,No,83,Dufferin Grove
2187,2014,February,Sunday,2,Suicide-related,No,No,107,Oakwood Village
2188,2014,February,Sunday,21,Person in Crisis,Yes,Yes,85,South Parkdale
2189,2014,February,Sunday,17,Person in Crisis,No,No,106,Humewood-Cedarvale
2190,2014,February,Sunday,19,Overdose,Yes,No,106,Humewood-Cedarvale
2191,2014,February,Sunday,18,Suicide-related,No,No,170,Yonge-Bay Corridor
2192,2014,February,Sunday,18,Person in Crisis,No,No,111,Rockcliffe-Smythe
2193,2014,February,Sunday,12,Suicide-related,No,No,154,Oakdale-Beverley Heights
2194,2014,February,Sunday,0,Suicide-related,Yes,Yes,170,Yonge-Bay Corridor
2195,2014,February,Sunday,10,Person in Crisis,No,No,11,Eringate-Centennial-West Deane
2196,2014,February,Sunday,14,Person in Crisis,No,No,33,Clanton Park
2197,2014,February,Sunday,10,Person in Crisis,Yes,Yes,24,Black Creek
2198,2014,February,Sunday,18,Person in Crisis,No,No,111,Rockcliffe-Smythe
2199,2014,February,Sunday,7,Suicide-related,Yes,Yes,3,Thistletown-Beaumond Heights
2200,2014,February,Sunday,12,Person in Crisis,No,No,21,Humber Summit
2201,2014,February,Sunday,10,Person in Crisis,No,No,170,Yonge-Bay Corridor
2202,2014,February,Sunday,5,Person in Crisis,No,No,61,Taylor-Massey
2203,2014,February,Sunday,17,Suicide-related,No,No,66,Danforth
2204,2014,February,Sunday,2,Person in Crisis,No,No,6,Kingsview Village-The Westway
2205,2014,February,Sunday,13,Suicide-related,Yes,No,81,Trinity-Bellwoods
2206,2014,February,Sunday,13,Suicide-related,Yes,Yes,25,Glenfield-Jane Heights
2207,2014,February,Sunday,6,Person in Crisis,No,No,119,Wexford/Maryvale
2208,2014,February,Sunday,12,Person in Crisis,No,No,89,Runnymede-Bloor West Village
2209,2014,February,Sunday,14,Person in Crisis,No,No,27,York University Heights
2210,2014,February,Sunday,17,Suicide-related,No,No,34,Bathurst Manor
2211,2014,February,Sunday,14,Person in Crisis,Yes,Yes,85,South Parkdale
2212,2014,February,Sunday,21,Person in Crisis,No,No,111,Rockcliffe-Smythe
2213,2014,February,Sunday,21,Suicide-related,Yes,Yes,69,Blake-Jones
2214,2014,February,Sunday,12,Suicide-related,Yes,Yes,171,Junction-Wallace Emerson
2215,2014,February,Sunday,12,Person in Crisis,No,No,85,South Parkdale
2216,2014,February,Sunday,16,Person in Crisis,No,No,80,Palmerston-Little Italy
2217,2014,February,Sunday,19,Suicide-related,No,No,170,Yonge-Bay Corridor
2218,2014,February,Sunday,19,Person in Crisis,No,No,158,Islington
2219,2014,February,Sunday,18,Suicide-related,No,No,67,Playter Estates-Danforth
2220,2014,February,Sunday,12,Suicide-related,No,No,35,Westminster-Branson
2221,2014,February,Sunday,19,Overdose,No,No,71,Cabbagetown-South St.James Town
2222,2014,February,Sunday,2,Suicide-related,No,No,73,Moss Park
2223,2014,February,Sunday,4,Person in Crisis,No,No,124,Kennedy Park
2224,2014,February,Sunday,15,Overdose,No,No,168,Downtown Yonge East
2225,2014,February,Sunday,8,Person in Crisis,No,No,159,Etobicoke City Centre
2650,2014,February,Monday,11,Person in Crisis,Yes,No,89,Runnymede-Bloor West Village
2651,2014,February,Monday,6,Suicide-related,Yes,No,66,Danforth
2652,2014,February,Monday,22,Suicide-related,Yes,Yes,128,Agincourt South-Malvern West
2653,2014,February,Monday,1,Person in Crisis,No,No,69,Blake-Jones
2654,2014,February,Monday,22,Overdose,Yes,No,19,Long Branch
2655,2014,February,Monday,8,Person in Crisis,Yes,Yes,113,Weston
2656,2014,February,Monday,9,Suicide-related,No,No,21,Humber Summit
2657,2014,February,Monday,15,Person in Crisis,Yes,No,87,High Park-Swansea
2658,2014,February,Monday,18,Person in Crisis,Yes,Yes,30,Brookhaven-Amesbury
2659,2014,February,Monday,16,Person in Crisis,Yes,Yes,4,Rexdale-Kipling
2660,2014,February,Monday,7,Person in Crisis,Yes,No,61,Taylor-Massey
2661,2014,February,Monday,8,Person in Crisis,Yes,Yes,54,O'Connor-Parkview
2662,2014,February,Monday,7,Person in Crisis,No,No,85,South Parkdale
2663,2014,February,Monday,10,Person in Crisis,No,No,70,South Riverdale
2664,2014,February,Monday,22,Person in Crisis,No,No,73,Moss Park
2665,2014,February,Monday,13,Person in Crisis,No,No,52,Bayview Village
2666,2014,February,Monday,8,Person in Crisis,Yes,Yes,9,Edenbridge-Humber Valley
2667,2014,February,Monday,19,Person in Crisis,Yes,Yes,162,West Queen West
2668,2014,February,Monday,19,Person in Crisis,No,No,69,Blake-Jones
2669,2014,February,Monday,9,Person in Crisis,No,No,27,York University Heights
2670,2014,February,Monday,15,Person in Crisis,Yes,Yes,119,Wexford/Maryvale
2671,2014,February,Monday,20,Person in Crisis,Yes,Yes,85,South Parkdale
2672,2014,February,Monday,11,Person in Crisis,No,No,96,Casa Loma
2673,2014,February,Monday,0,Overdose,Yes,No,27,York University Heights
2674,2014,February,Monday,21,Person in Crisis,No,No,164,Wellington Place
2675,2014,February,Monday,11,Person in Crisis,Yes,Yes,73,Moss Park
2676,2014,February,Monday,14,Person in Crisis,No,No,166,St Lawrence-East Bayfront-The Islands
2677,2014,February,Monday,18,Person in Crisis,No,No,169,Bay-Cloverhill
2678,2014,February,Monday,0,Suicide-related,No,No,71,Cabbagetown-South St.James Town
2679,2014,February,Monday,16,Suicide-related,Yes,Yes,24,Black Creek
2680,2014,February,Monday,14,Person in Crisis,No,No,88,High Park North
2681,2014,February,Monday,11,Person in Crisis,Yes,Yes,24,Black Creek
2682,2014,February,Monday,0,Overdose,No,No,78,Kensington-Chinatown
2683,2014,February,Monday,22,Overdose,Yes,No,69,Blake-Jones
2684,2014,February,Monday,13,Suicide-related,Yes,Yes,8,Humber Heights-Westmount
2685,2014,February,Monday,15,Suicide-related,No,No,168,Downtown Yonge East
2686,2014,February,Monday,14,Person in Crisis,No,No,135,Morningside
2931,2014,February,Saturday,8,Person in Crisis,No,No,85,South Parkdale
2932,2014,February,Saturday,15,Person in Crisis,Yes,Yes,48,Hillcrest Village
2933,2014,February,Saturday,17,Person in Crisis,No,No,81,Trinity-Bellwoods
2934,2014,February,Saturday,5,Person in Crisis,No,No,24,Black Creek
2935,2014,February,Saturday,1,Suicide-related,No,No,128,Agincourt South-Malvern West
2936,2014,February,Saturday,18,Suicide-related,Yes,Yes,33,Clanton Park
2937,2014,February,Saturday,19,Person in Crisis,Yes,Yes,128,Agincourt South-Malvern West
2938,2014,February,Saturday,16,Person in Crisis,No,No,168,Downtown Yonge East
2939,2014,February,Saturday,5,Person in Crisis,No,No,85,South Parkdale
2940,2014,February,Saturday,13,Person in Crisis,Yes,Yes,130,Milliken
2941,2014,February,Saturday,7,Overdose,No,No,140,Guildwood
2942,2014,February,Saturday,0,Person in Crisis,No,No,11,Eringate-Centennial-West Deane
2943,2014,February,Saturday,15,Person in Crisis,Yes,No,27,York University Heights
2944,2014,February,Saturday,17,Person in Crisis,No,No,44,Flemingdon Park
2945,2014,February,Saturday,21,Suicide-related,Yes,Yes,166,St Lawrence-East Bayfront-The Islands
2946,2014,February,Saturday,8,Person in Crisis,Yes,No,27,York University Heights
2947,2014,February,Saturday,22,Suicide-related,No,No,78,Kensington-Chinatown
2948,2014,February,Saturday,7,Person in Crisis,No,No,55,Thorncliffe Park
2949,2014,February,Saturday,18,Suicide-related,Yes,Yes,33,Clanton Park
2950,2014,February,Saturday,11,Person in Crisis,Yes,Yes,79,University
2951,2014,February,Saturday,2,Person in Crisis,No,No,27,York University Heights
2952,2014,February,Saturday,18,Person in Crisis,No,No,95,Annex
2953,2014,February,Saturday,9,Person in Crisis,No,No,4,Rexdale-Kipling
2954,2014,February,Saturday,15,Person in Crisis,No,No,73,Moss Park
2955,2014,February,Saturday,13,Person in Crisis,No,No,69,Blake-Jones
2956,2014,February,Saturday,18,Suicide-related,Yes,Yes,95,Annex
2957,2014,February,Saturday,0,Overdose,Yes,Yes,38,Lansing-Westgate
2958,2014,February,Saturday,5,Person in Crisis,No,No,70,South Riverdale
2959,2014,February,Saturday,13,Person in Crisis,No,No,25,Glenfield-Jane Heights
2960,2014,February,Saturday,18,Person in Crisis,Yes,Yes,68,North Riverdale
2961,2014,February,Saturday,3,Suicide-related,Yes,No,68,North Riverdale
2962,2014,February,Saturday,16,Person in Crisis,No,No,124,Kennedy Park
2963,2014,February,Saturday,18,Person in Crisis,Yes,Yes,52,Bayview Village
2964,2014,February,Saturday,12,Person in Crisis,No,No,136,West Hill
2965,2014,February,Saturday,7,Person in Crisis,No,No,156,Bendale-Glen Andrew
2966,2014,February,Saturday,23,Person in Crisis,No,No,25,Glenfield-Jane Heights
2967,2014,February,Saturday,15,Person in Crisis,Yes,Yes,164,Wellington Place
2968,2014,February,Saturday,4,Suicide-related,No,No,95,Annex
2969,2014,February,Saturday,8,Person in Crisis,No,No,13,Etobicoke West Mall
2970,2014,February,Saturday,9,Person in Crisis,No,No,25,Glenfield-Jane Heights
2971,2014,February,Saturday,19,Person in Crisis,No,No,71,Cabbagetown-South St.James Town
2972,2014,February,Saturday,13,Person in Crisis,No,No,73,Moss Park
2973,2014,February,Saturday,17,Overdose,No,No,142,Woburn North
2974,2014,February,Saturday,12,Person in Crisis,No,No,38,Lansing-Westgate
3009,2014,February,Monday,13,Person in Crisis,No,No,85,South Parkdale
3010,2014,February,Monday,20,Suicide-related,Yes,No,78,Kensington-Chinatown
3011,2014,February,Monday,12,Suicide-related,No,No,12,Markland Wood
3012,2014,February,Monday,4,Suicide-related,No,No,113,Weston
3013,2014,February,Monday,8,Person in Crisis,No,No,164,Wellington Place
3014,2014,February,Monday,0,Person in Crisis,No,No,24,Black Creek
3015,2014,February,Monday,17,Person in Crisis,Yes,Yes,70,South Riverdale
3016,2014,February,Monday,11,Person in Crisis,Yes,No,59,Danforth East York
3017,2014,February,Monday,20,Person in Crisis,No,No,159,Etobicoke City Centre
3018,2014,February,Monday,0,Person in Crisis,No,No,170,Yonge-Bay Corridor
3019,2014,February,Monday,13,Person in Crisis,Yes,Yes,154,Oakdale-Beverley Heights
3020,2014,February,Monday,18,Overdose,Yes,No,92,Corso Italia-Davenport
3021,2014,February,Monday,22,Person in Crisis,No,No,121,Oakridge
3022,2014,February,Monday,10,Person in Crisis,Yes,Yes,166,St Lawrence-East Bayfront-The Islands
3023,2014,February,Monday,10,Person in Crisis,No,No,171,Junction-Wallace Emerson
3024,2014,February,Monday,10,Overdose,No,No,144,Morningside Heights
3025,2014,February,Monday,17,Suicide-related,Yes,Yes,62,East End-Danforth
3026,2014,February,Monday,10,Person in Crisis,Yes,No,69,Blake-Jones
3027,2014,February,Monday,9,Suicide-related,Yes,Yes,39,Bedford Park-Nortown
3028,2014,February,Monday,17,Person in Crisis,Yes,Yes,170,Yonge-Bay Corridor
3029,2014,February,Monday,15,Suicide-related,No,No,85,South Parkdale
3030,2014,February,Monday,14,Person in Crisis,No,No,100,Yonge-Eglinton
3031,2014,February,Monday,15,Suicide-related,No,No,53,Henry Farm
3032,2014,February,Monday,20,Suicide-related,No,No,122,Birchcliffe-Cliffside
3033,2014,February,Monday,13,Suicide-related,Yes,No,74,North St.James Town
3034,2014,February,Monday,14,Person in Crisis,No,No,6,Kingsview Village-The Westway
3035,2014,February,Monday,13,Person in Crisis,Yes,Yes,95,Annex
3036,2014,February,Monday,6,Person in Crisis,No,No,86,Roncesvalles
3037,2014,February,Monday,19,Suicide-related,Yes,No,166,St Lawrence-East Bayfront-The Islands
3038,2014,February,Monday,19,Overdose,No,No,170,Yonge-Bay Corridor
3039,2014,February,Monday,13,Suicide-related,No,No,164,Wellington Place
3040,2014,February,Monday,6,Suicide-related,No,No,33,Clanton Park
3041,2014,February,Monday,4,Suicide-related,Yes,No,124,Kennedy Park
3042,2014,February,Monday,8,Person in Crisis,No,No,170,Yonge-Bay Corridor
3043,2014,February,Monday,2,Suicide-related,Yes,Yes,139,Scarborough Village
3044,2014,February,Monday,21,Person in Crisis,No,No,171,Junction-Wallace Emerson
3045,2014,February,Monday,3,Person in Crisis,No,No,120,Clairlea-Birchmount
3046,2014,February,Monday,1,Person in Crisis,No,No,55,Thorncliffe Park
3047,2014,February,Monday,11,Person in Crisis,No,No,71,Cabbagetown-South St.James Town
3048,2014,February,Monday,19,Person in Crisis,No,No,139,Scarborough Village
3049,2014,February,Monday,11,Person in Crisis,No,No,4,Rexdale-Kipling
3050,2014,February,Monday,16,Suicide-related,No,No,3,Thistletown-Beaumond Heights
3051,2014,February,Monday,10,Person in Crisis,Yes,Yes,73,Moss Park
3052,2014,February,Monday,7,Suicide-related,Yes,No,172,Dovercourt Village
3053,2014,February,Monday,9,Person in Crisis,No,No,73,Moss Park
3054,2014,February,Monday,19,Person in Crisis,Yes,No,95,Annex
3055,2014,February,Monday,21,Person in Crisis,No,No,170,Yonge-Bay Corridor
3056,2014,February,Monday,21,Person in Crisis,No,No,136,West Hill
3057,2014,February,Monday,14,Person in Crisis,No,No,84,Little Portugal
3058,2014,February,Monday,21,Suicide-related,No,No,70,South Riverdale
3059,2014,February,Monday,12,Person in Crisis,No,No,118,Tam O'Shanter-Sullivan
3060,2014,February,Monday,20,Suicide-related,Yes,Yes,7,Willowridge-Martingrove-Richview
3061,2014,February,Monday,13,Person in Crisis,No,No,43,Victoria Village
3062,2014,February,Monday,7,Person in Crisis,No,No,70,South Riverdale
3063,2014,February,Monday,11,Suicide-related,Yes,Yes,138,Eglinton East
3064,2014,February,Monday,6,Suicide-related,Yes,No,128,Agincourt South-Malvern West
3065,2014,February,Monday,15,Person in Crisis,Yes,Yes,163,Fort York-Liberty Village
3066,2014,February,Monday,20,Person in Crisis,No,No,115,Mount Dennis
3067,2014,February,Monday,21,Suicide-related,No,No,122,Birchcliffe-Cliffside
3068,2014,February,Monday,15,Person in Crisis,No,No,110,Keelesdale-Eglinton West
3069,2014,February,Monday,16,Person in Crisis,No,No,100,Yonge-Eglinton
3070,2014,February,Monday,9,Person in Crisis,No,No,165,Harbourfront-CityPlace
3071,2014,February,Monday,22,Person in Crisis,No,No,167,Church-Wellesley
3072,2014,February,Monday,3,Suicide-related,Yes,No,9,Edenbridge-Humber Valley
3073,2014,February,Monday,21,Suicide-related,Yes,No,130,Milliken
3074,2014,February,Monday,19,Suicide-related,No,No,164,Wellington Place
3075,2014,February,Monday,23,Person in Crisis,No,No,63,The Beaches
3076,2014,February,Monday,21,Person in Crisis,No,No,165,Harbourfront-CityPlace
3077,2014,February,Monday,14,Person in Crisis,No,No,168,Downtown Yonge East
3078,2014,February,Monday,12,Person in Crisis,No,No,92,Corso Italia-Davenport
3079,2014,February,Monday,16,Person in Crisis,No,No,170,Yonge-Bay Corridor
3080,2014,February,Monday,10,Person in Crisis,No,No,92,Corso Italia-Davenport
3081,2014,February,Monday,2,Person in Crisis,No,No,85,South Parkdale
3082,2014,February,Monday,21,Person in Crisis,No,No,142,Woburn North
3083,2014,February,Monday,12,Suicide-related,Yes,Yes,70,South Riverdale
3084,2014,February,Monday,11,Suicide-related,No,No,170,Yonge-Bay Corridor
3085,2014,February,Monday,15,Suicide-related,Yes,No,85,South Parkdale
3470,2014,March,Tuesday,22,Person in Crisis,Yes,No,41,Bridle Path-Sunnybrook-York Mills
3471,2014,March,Tuesday,7,Suicide-related,Yes,No,113,Weston
3472,2014,March,Tuesday,11,Person in Crisis,No,No,162,West Queen West
3473,2014,March,Tuesday,8,Suicide-related,No,No,18,New Toronto
3474,2014,March,Tuesday,16,Suicide-related,No,No,87,High Park-Swansea
3475,2014,March,Tuesday,17,Suicide-related,No,No,88,High Park North
3476,2014,March,Tuesday,9,Person in Crisis,Yes,Yes,95,Annex
3477,2014,March,Tuesday,10,Suicide-related,No,No,50,Newtonbrook East
3478,2014,March,Tuesday,22,Person in Crisis,No,No,136,West Hill
3479,2014,March,Tuesday,23,Person in Crisis,No,No,159,Etobicoke City Centre
3480,2014,March,Tuesday,19,Suicide-related,Yes,No,130,Milliken
3481,2014,March,Tuesday,13,Person in Crisis,No,No,87,High Park-Swansea
3482,2014,March,Tuesday,7,Person in Crisis,Yes,Yes,165,Harbourfront-CityPlace
3483,2014,March,Tuesday,11,Suicide-related,Yes,Yes,142,Woburn North
3484,2014,March,Tuesday,13,Suicide-related,No,No,146,Malvern East
3485,2014,March,Tuesday,17,Suicide-related,Yes,No,57,Broadview North
3486,2014,March,Tuesday,21,Suicide-related,No,No,90,Junction Area
3487,2014,March,Tuesday,13,Person in Crisis,Yes,No,162,West Queen West
3488,2014,March,Tuesday,19,Person in Crisis,No,No,68,North Riverdale
3489,2014,March,Tuesday,22,Person in Crisis,Yes,No,162,West Queen West
3490,2014,March,Tuesday,3,Person in Crisis,No,No,170,Yonge-Bay Corridor
3491,2014,March,Tuesday,21,Person in Crisis,No,No,95,Annex
3492,2014,March,Tuesday,21,Overdose,Yes,No,78,Kensington-Chinatown
3493,2014,March,Tuesday,14,Person in Crisis,No,No,43,Victoria Village
3494,2014,March,Tuesday,22,Person in Crisis,Yes,No,80,Palmerston-Little Italy
3495,2014,March,Tuesday,17,Suicide-related,No,No,NSA,NSA
3496,2014,March,Tuesday,6,Person in Crisis,No,No,69,Blake-Jones
3497,2014,March,Tuesday,19,Suicide-related,Yes,Yes,141,Golfdale-Cedarbrae-Woburn
3498,2014,March,Tuesday,10,Suicide-related,Yes,Yes,12,Markland Wood
3499,2014,March,Tuesday,15,Person in Crisis,Yes,Yes,60,Woodbine-Lumsden
3500,2014,March,Tuesday,7,Suicide-related,Yes,Yes,55,Thorncliffe Park
3501,2014,March,Tuesday,18,Person in Crisis,Yes,No,32,Englemount-Lawrence
3502,2014,March,Tuesday,10,Suicide-related,Yes,No,54,O'Connor-Parkview
3503,2014,March,Tuesday,13,Person in Crisis,No,No,87,High Park-Swansea
3504,2014,March,Tuesday,21,Person in Crisis,Yes,Yes,135,Morningside
3505,2014,March,Tuesday,15,Person in Crisis,No,No,160,Mimico-Queensway
3506,2014,March,Tuesday,20,Suicide-related,No,No,85,South Parkdale
3507,2014,March,Tuesday,10,Overdose,Yes,No,143,West Rouge
3508,2014,March,Tuesday,20,Suicide-related,Yes,Yes,170,Yonge-Bay Corridor
3509,2014,March,Tuesday,22,Person in Crisis,No,No,78,Kensington-Chinatown
3510,2014,March,Tuesday,12,Person in Crisis,No,No,73,Moss Park
3511,2014,March,Tuesday,1,Suicide-related,Yes,Yes,42,Banbury-Don Mills
3512,2014,March,Tuesday,2,Person in Crisis,Yes,No,142,Woburn North
3513,2014,March,Tuesday,21,Suicide-related,No,No,141,Golfdale-Cedarbrae-Woburn
3514,2014,March,Tuesday,14,Person in Crisis,Yes,Yes,78,Kensington-Chinatown
